name,url,specialties,hospitals,able_to_book,appointments_next_4_weeks,first_available_days_away
"Mr Adam Ross","https://www.nuffieldhealth.com/consultants/mr-adam-ross","Ophthalmology","Bristol Hospital","Yes","37","9"
"Mr Adam Sawyer","https://www.nuffieldhealth.com/consultants/mr-adam-sawyer","Plastic Surgery","Bournemouth Hospital","No","0","0"
"Mr Adam Way","https://www.nuffieldhealth.com/consultants/mr-adam-way","Orthopaedic surgery; Paediatric Surgery","Guildford Hospital","Yes","0","0"
"Mr Adel Naguib","https://www.nuffieldhealth.com/consultants/mr-adel-naguib","Gynaecology","Taunton Hospital","Yes","35","7"
"Mr Adhish Avasthi","https://www.nuffieldhealth.com/consultants/mr-adhish-avasthi","Orthopaedic surgery","Chichester Hospital","Yes","9","15"
"Mr Adil Aslam","https://www.nuffieldhealth.com/consultants/mr-adil-aslam","Paediatric Surgery","Cambridge Hospital","Yes","4","27"
"Mr Aditya Prinja","https://www.nuffieldhealth.com/consultants/mr-aditya-prinja","Orthopaedic surgery","Highgate Hospital","Yes","20","2"
"Mr Adnan Alam","https://www.nuffieldhealth.com/consultants/mr-adnan-alam","General Surgery","The Holly Hospital","Yes","21","5"
"Mr Adrian Day","https://www.nuffieldhealth.com/consultants/mr-adrian-day","Orthopaedic surgery; Paediatric Surgery","Parkside Hospital","Yes","0","0"
"Mr Adrian Fawcett","https://www.nuffieldhealth.com/consultants/mr-adrian-fawcett","General Surgery","Parkside Hospital","Yes","18","7"
"Mr Adrian Hughes","https://www.nuffieldhealth.com/consultants/mr-adrian-hughes","Orthopaedic surgery","Exeter Hospital","Yes","15","7"
"Mr Adrian Kendal","https://www.nuffieldhealth.com/consultants/mr-adrian-kendal","Orthopaedic surgery","Oxford, The Manor Hospital","Yes","0","0"
"Mr Adrian Simons","https://www.nuffieldhealth.com/consultants/mr-adrian-simons","Orthopaedic surgery","Wolverhampton Hospital","Yes","0","0"
"Mr Adrian Taylor","https://www.nuffieldhealth.com/consultants/mr-adrian-taylor","Orthopaedic surgery","Oxford, The Manor Hospital","Yes","1","20"
"Mr Aethele Khunda","https://www.nuffieldhealth.com/consultants/mr-aethele-khunda","Gynaecology","Tees Hospital","Yes","0","0"
"Mr Aftab Siddiqui","https://www.nuffieldhealth.com/consultants/mr-aftab-siddiqui","Plastic Surgery","Chester, The Grosvenor Hospital","Yes","0","0"
"Mr Ahmad Ali","https://www.nuffieldhealth.com/consultants/mr-ahmad-ali","Orthopaedic surgery","Brentwood Hospital","Yes","84","2"
"Mr Ahmed  Elias","https://www.nuffieldhealth.com/consultants/mr-ahmed-elias","Gynaecology","Woking Hospital","Yes","2","5"
"Mr Ahmed Abdelaal","https://www.nuffieldhealth.com/consultants/mr-ahmed-abdelaal","Orthopaedic surgery","Warwickshire Hospital","Yes","0","0"
"Mr Ahmed Ali","https://www.nuffieldhealth.com/consultants/mr-ahmed-ali","Urology","Parkside Hospital","No","0","0"
"Mr Ahmed El Gohari","https://www.nuffieldhealth.com/consultants/mr-ahmed-el-gohari","Gynaecology","Tunbridge Wells Hospital","Yes","3","14"
"Mr Ahmed Elshaer","https://www.nuffieldhealth.com/consultants/mr-ahmed-elshaer","General Surgery","Leeds Hospital","Yes","24","6"
"Mr Ahmed Etman","https://www.nuffieldhealth.com/consultants/mr-ahmed-etman","Gynaecology","Newcastle upon Tyne Hospital","Yes","36","7"
"Mr Ahmed Eweiss","https://www.nuffieldhealth.com/consultants/mr-ahmed-eweiss","ENT (Otolaryngology)","Brentwood Hospital","Yes","0","0"
"Mr Ahmed Hamouda","https://www.nuffieldhealth.com/consultants/mr-ahmed-hamouda","General Surgery","Tunbridge Wells Hospital","Yes","0","0"
"Mr Ahmed Ibrahim","https://www.nuffieldhealth.com/consultants/mr-ahmed-ibrahim","Neurosurgery","The Holly Hospital","Yes","9","8"
"Mr Ahmed Talaat","https://www.nuffieldhealth.com/consultants/mr-ahmed-talaat","Gynaecology","Plymouth Hospital; Exeter Hospital","Yes","2","12"
"Mr Ajay Wilson","https://www.nuffieldhealth.com/consultants/mr-ajay-wilson","Oral and Maxillo-facial surgery","Newcastle upon Tyne Hospital","Yes","0","0"
"Mr Akshay Malhotra","https://www.nuffieldhealth.com/consultants/mr-akshay-malhotra","Orthopaedic surgery","North Staffordshire Hospital","Yes","19","14"
"Mr Al-Amin Kassam","https://www.nuffieldhealth.com/consultants/mr-al-amin-kassam","Orthopaedic surgery","Exeter Hospital","Yes","11","16"
"Mr Alagappan Sivaraman","https://www.nuffieldhealth.com/consultants/mr-alagappan-sivaraman","Orthopaedic surgery","Brentwood Hospital","Yes","48","5"
"Mr Alaiyi West","https://www.nuffieldhealth.com/consultants/mr-alaiyi-west","Urology","Tees Hospital","Yes","0","0"
"Mr Alan  Wilson","https://www.nuffieldhealth.com/consultants/mr-alan-wilson","Oral and Maxillo-facial surgery","Chichester Hospital","No","0","0"
"Mr Alan James","https://www.nuffieldhealth.com/consultants/mr-alan-james","General Surgery","Haywards Heath Hospital","Yes","3","15"
"Mr Alan Osborne","https://www.nuffieldhealth.com/consultants/mr-alan-osborne","General Surgery","Bristol Hospital","Yes","2","2"
"Mr Alan Woodward","https://www.nuffieldhealth.com/consultants/mr-alan-woodward","General Surgery","Cardiff and Vale Hospitals","Yes","49","2"
"Mr Alasdair Robertson","https://www.nuffieldhealth.com/consultants/mr-alasdair-robertson","ENT (Otolaryngology)","Glasgow Hospital","Yes","0","0"
"Mr Alastair Davidson","https://www.nuffieldhealth.com/consultants/mr-alastair-davidson","Orthopaedic surgery","Woking Hospital; Parkside Hospital","Yes","126","1"
"Mr Alastair Kiszely","https://www.nuffieldhealth.com/consultants/mr-alastair-kiszely","Orthopaedic surgery","Bristol Hospital","Yes","106","5"
"Mr Alastair Lamb","https://www.nuffieldhealth.com/consultants/mr-alastair-lamb","Urology","Oxford, The Manor Hospital","No","0","0"
"Mr Alastair Mace","https://www.nuffieldhealth.com/consultants/mr-alastair-mace","ENT (Otolaryngology)","York Hospital","Yes","0","0"
"Mr Alastair McCleary","https://www.nuffieldhealth.com/consultants/mr-alistair-mccleary","General Surgery; Vascular Surgery ","York Hospital","Yes","0","28"
"Mr Alastair Vince","https://www.nuffieldhealth.com/consultants/mr-alastair-vince","Orthopaedic surgery","Cambridge Hospital","Yes","8","15"
"Mr Alex Hrycaiczuk","https://www.nuffieldhealth.com/consultants/mr-alex-hrycaiczuk","Orthopaedic surgery","Glasgow Hospital","Yes","21","6"
"Mr Alex Jones","https://www.nuffieldhealth.com/consultants/mr-alex-jones","Plastic Surgery","Tees Hospital","Yes","0","0"
"Mr Alex Ramsden","https://www.nuffieldhealth.com/consultants/mr-alex-ramsden","Plastic Surgery","Oxford, The Manor Hospital","No","0","0"
"Mr Alex Slack","https://www.nuffieldhealth.com/consultants/mr-alex-slack","Gynaecology","Tunbridge Wells Hospital","Yes","50","12"
"Mr Alex Swanton","https://www.nuffieldhealth.com/consultants/mr-alex-swanton","Gynaecology","Oxford, The Manor Hospital","Yes","0","0"
"Mr Alex Torrie","https://www.nuffieldhealth.com/consultants/mr-alex-torrie","Orthopaedic surgery","Cheltenham Hospital","Yes","7","15"
"Mr Alex Turner","https://www.nuffieldhealth.com/consultants/mr-alex-turner","Paediatric Surgery","Leeds Hospital","Yes","0","0"
"Mr Alex Wee","https://www.nuffieldhealth.com/consultants/mr-alex-wee","Orthopaedic surgery","Woking Hospital","Yes","4","2"
"Mr Alexander Armstrong","https://www.nuffieldhealth.com/consultants/mr-alexander-armstrong","Plastic Surgery","Plymouth Hospital","Yes","0","0"
"Mr Alexander Dodds","https://www.nuffieldhealth.com/consultants/mr-alexander-dodds","Orthopaedic surgery","Cheltenham Hospital","Yes","30","14"
"Mr Alexander Mortimer","https://www.nuffieldhealth.com/consultants/mr-alexander-mortimer","Gynaecology","Exeter Hospital","Yes","13","15"
"Mr Alexander Taylor","https://www.nuffieldhealth.com/consultants/mr-alexander-taylor","Gynaecology","Bournemouth Hospital","Yes","2","8"
"Mr Alexandre Chung","https://www.nuffieldhealth.com/consultants/mr-alexandre-chung","General Surgery; Colorectal Surgery","Parkside Hospital","Yes","44","6"
"Mr Alfredo Tonsi","https://www.nuffieldhealth.com/consultants/mr-alfredo-tonsi","General Surgery; Colorectal Surgery","Brighton Hospital","Yes","63","9"
"Mr Ali Abdulkarim","https://www.nuffieldhealth.com/consultants/mr-ali-abdulkarim","Orthopaedic surgery","Brighton Hospital; Haywards Heath Hospital","Yes","0","0"
"Mr Ali Al-Sabti","https://www.nuffieldhealth.com/consultants/mr-ali-al-sabti","Orthopaedic surgery","Brentwood Hospital; The Holly Hospital","Yes","135","5"
"Mr Ali Kucukmetin","https://www.nuffieldhealth.com/consultants/mr-ali-kucukmetin","Gynaecology","Newcastle upon Tyne Hospital","Yes","48","1"
"Mr Ali Narvani","https://www.nuffieldhealth.com/consultants/mr-ali-narvani","Orthopaedic surgery","Woking Hospital","Yes","76","1"
"Mr Ali Phillips","https://www.nuffieldhealth.com/consultants/mr-ali-phillips","Orthopaedic surgery","Wessex Hospital","Yes","73","7"
"Mr Ali Qureishi","https://www.nuffieldhealth.com/consultants/mr-ali-qureishi","ENT (Otolaryngology)","Oxford, The Manor Hospital","Yes","0","0"
"Mr Ali Salih","https://www.nuffieldhealth.com/consultants/mr-ali-salih","General Surgery; Breast Surgery","Brentwood Hospital","Yes","24","3"
"Mr Alistair  Rogers","https://www.nuffieldhealth.com/consultants/mr-alistair-rogers","Urology","Newcastle upon Tyne Hospital","Yes","0","0"
"Mr Alistair Jones","https://www.nuffieldhealth.com/consultants/mr-alistair-jones","Orthopaedic surgery","Taunton Hospital","Yes","0","0"
"Mr Alistair Mitchell-Innes","https://www.nuffieldhealth.com/consultants/mr-alistair-mitchell-innes","ENT (Otolaryngology)","Taunton Hospital","Yes","14","8"
"Mr Almas Khan","https://www.nuffieldhealth.com/consultants/mr-almas-khan","Orthopaedic surgery","Leeds Hospital","Yes","3","13"
"Mr Alok Misra","https://www.nuffieldhealth.com/consultants/mr-alok-misra","Plastic Surgery; Breast Surgery","Woking Hospital","No","0","0"
"Mr Aloke Singhania","https://www.nuffieldhealth.com/consultants/mr-aloke-singhania","Orthopaedic surgery","Cambridge Hospital","Yes","6","4"
"Mr Aloysius Okeke","https://www.nuffieldhealth.com/consultants/mr-aloysius-okeke","Urology","Cheltenham Hospital","Yes","9","8"
"Mr Alpesh Kothari","https://www.nuffieldhealth.com/consultants/mr-alpesh-kothari","Orthopaedic surgery; Paediatric Surgery","Oxford, The Manor Hospital","Yes","11","8"
"Mr Altaf Awan","https://www.nuffieldhealth.com/consultants/mr-altaf-awan","General Surgery","Derby Hospital","Yes","9","8"
"Mr Altaf H Natha","https://www.nuffieldhealth.com/consultants/mr-altaf-h-natha","Orthoptics","The Holly Hospital","No","0","0"
"Mr Alun John","https://www.nuffieldhealth.com/consultants/mr-alun-john","Orthopaedic surgery","Cardiff and Vale Hospitals","Yes","77","12"
"Mr Alwyn Abraham","https://www.nuffieldhealth.com/consultants/mr-alwyn-abraham","Orthopaedic surgery; Paediatric Surgery","Leicester Hospital","No","0","0"
"Mr Amanjeet Sandhu","https://www.nuffieldhealth.com/consultants/mr-amanjeet-sandhu","Ophthalmic Surgery","Parkside Hospital","Yes","11","9"
"Mr Amar Alwitry","https://www.nuffieldhealth.com/consultants/mr-amar-alwitry","Ophthalmology","Leicester Hospital","Yes","0","0"
"Mr Amar Saxena","https://www.nuffieldhealth.com/consultants/mr-amar-saxena","Neurosurgery","Warwickshire Hospital","Yes","4","3"
"Mr Amaran  Krishnan","https://www.nuffieldhealth.com/consultants/mr-amaran-krishnan","General Surgery","York Hospital","Yes","12","2"
"Mr Amer Durrani","https://www.nuffieldhealth.com/consultants/mr-amer-durrani","Plastic Surgery","Cambridge Hospital","Yes","8","10"
"Mr Amer Khan","https://www.nuffieldhealth.com/consultants/mr-amer-khan","Orthopaedic surgery","Highgate Hospital","Yes","0","0"
"Mr Amir Ismail","https://www.nuffieldhealth.com/consultants/mr-amir-ismail","Plastic Surgery","North Staffordshire Hospital; Shrewsbury Hospital","Yes","3","8"
"Mr Amir Morgan","https://www.nuffieldhealth.com/consultants/mr-amir-morgan","General Surgery","Ipswich Hospital","Yes","9","8"
"Mr Amir Qureshi","https://www.nuffieldhealth.com/consultants/mr-amir-qureshi","Orthopaedic surgery","Wessex Hospital","Yes","6","2"
"Mr Amir William Hanna","https://www.nuffieldhealth.com/consultants/mr-amir-william-hanna","Orthopaedic surgery","Chester, The Grosvenor Hospital","Yes","1","17"
"Mr Amit Amin","https://www.nuffieldhealth.com/consultants/mr-amit-amin","Orthopaedic surgery","Parkside Hospital","Yes","3","15"
"Mr Amit Bishnoi","https://www.nuffieldhealth.com/consultants/mr-amit-bishnoi","Orthopaedic surgery","Leicester Hospital","Yes","2","13"
"Mr Amit Chandratreya","https://www.nuffieldhealth.com/consultants/mr-amit-chandratreya","Orthopaedic surgery","Cardiff and Vale Hospitals","Yes","35","7"
"Mr Amit Gaur","https://www.nuffieldhealth.com/consultants/mr-amir-gaur","Ophthalmology","Cardiff and Vale Hospitals","Yes","1","2"
"Mr Amit Goyal","https://www.nuffieldhealth.com/consultants/mr-amit-goyal","General Surgery; Breast Surgery","Derby Hospital","Yes","9","2"
"Mr Amit Kumar  Bhargava","https://www.nuffieldhealth.com/consultants/mr-amit-kumar-bhargava","Orthopaedic surgery","Brentwood Hospital","Yes","24","3"
"Mr Amit Patel","https://www.nuffieldhealth.com/consultants/mr-amit-patel","Orthopaedic surgery","North Staffordshire Hospital","Yes","15","2"
"Mr Amit Patel","https://www.nuffieldhealth.com/consultants/mr-amit-patel-barts","Orthopaedic surgery","Highgate Hospital","Yes","3","6"
"Mr Amit Patel","https://www.nuffieldhealth.com/consultants/mr-patel-amit","Ophthalmology","Warwickshire Hospital","Yes","32","13"
"Mr Amjad Peracha","https://www.nuffieldhealth.com/consultants/mr-amjad-peracha","Urology","Derby Hospital","Yes","9","16"
"Mr Amol Tambe","https://www.nuffieldhealth.com/consultants/mr-amol-tambe","Orthopaedic surgery","Derby Hospital","Yes","8","10"
"Mr Amr Farag","https://www.nuffieldhealth.com/consultants/mr-amr-farag","Gynaecology","Warwickshire Hospital","Yes","6","6"
"Mr Ananth Vijendren","https://www.nuffieldhealth.com/consultants/mr-ananth-vijendren","ENT (Otolaryngology)","Highgate Hospital","Yes","10","8"
"Mr Anantha Madhavan","https://www.nuffieldhealth.com/consultants/mr-anantha-madhavan","General Surgery","Guildford Hospital","Yes","4","3"
"Mr André Kichenaradjou","https://www.nuffieldhealth.com/consultants/mr-andre-kichenaradjou","Oral and Maxillo-facial surgery","Shrewsbury Hospital","Yes","6","13"
"Mr Andre Litwin","https://www.nuffieldhealth.com/consultants/mr-andre-litwin","Ophthalmology; Ophthalmic Surgery","Brighton Hospital; Haywards Heath Hospital","Yes","19","7"
"Mr Andrea Scala","https://www.nuffieldhealth.com/consultants/mr-andrea-scala","General Surgery","Guildford Hospital","Yes","5","14"
"Mr Andreas Hilger","https://www.nuffieldhealth.com/consultants/mr-andreas-hilger","ENT (Otolaryngology)","Ipswich Hospital","Yes","1","16"
"Mr Andreas Hinsche","https://www.nuffieldhealth.com/consultants/mr-andreas-hinsche","Orthopaedic surgery","Newcastle upon Tyne Hospital","Yes","0","0"
"Mr Andreas K Demetriades","https://www.nuffieldhealth.com/consultants/mr-andreas-k-demetriades","Neurosurgery","Edinburgh Hospital","Yes","3","16"
"Mr Andreas Papadopoulos","https://www.nuffieldhealth.com/consultants/mr-andreas-papadopoulos","Gynaecology","Tunbridge Wells Hospital","Yes","1","23"
"Mr Andrew  Tatham","https://www.nuffieldhealth.com/consultants/dr-andrew-j-tatham","Ophthalmology","Edinburgh Hospital","Yes","16","7"
"Mr Andrew (Fred) Robinson","https://www.nuffieldhealth.com/consultants/mr-andrew-fred-robinson","Orthopaedic surgery","Cambridge Hospital","Yes","6","14"
"Mr Andrew Ballaro","https://www.nuffieldhealth.com/consultants/mr-andrew-ballaro","Urology","Brentwood Hospital","Yes","8","10"
"Mr Andrew Barnett","https://www.nuffieldhealth.com/consultants/mr-andrew-barnett","Orthopaedic surgery","Shrewsbury Hospital","Yes","3","13"
"Mr Andrew Bayles","https://www.nuffieldhealth.com/consultants/mr-andrew-bayles","Urology","Tees Hospital","Yes","9","8"
"Mr Andrew Bing","https://www.nuffieldhealth.com/consultants/mr-andrew-bing","Orthopaedic surgery","Shrewsbury Hospital","Yes","3","21"
"Mr Andrew Cattell","https://www.nuffieldhealth.com/consultants/mr-andrew-cattell","Orthopaedic surgery","Tees Hospital; York Hospital","Yes","0","6"
"Mr Andrew Clarke","https://www.nuffieldhealth.com/consultants/mr-andrew-clarke","General Surgery","Bournemouth Hospital","Yes","1","17"
"Mr Andrew Coatesworth","https://www.nuffieldhealth.com/consultants/mr-andrew-coatesworth","ENT (Otolaryngology)","York Hospital","Yes","15","14"
"Mr Andrew Cole","https://www.nuffieldhealth.com/consultants/mr-andrew-cole","Orthopaedic surgery","Wessex Hospital","Yes","2","23"
"Mr Andrew Day","https://www.nuffieldhealth.com/consultants/mr-andrew-day","General Surgery","Haywards Heath Hospital","Yes","17","9"
"Mr Andrew Dodds","https://www.nuffieldhealth.com/consultants/mr-andrew-dodds","Orthotics","Oxford, The Manor Hospital; Leicester Hospital; Highgate Hospital","No","0","0"
"Mr Andrew Elves","https://www.nuffieldhealth.com/consultants/mr-andrew-elves","Urology","Shrewsbury Hospital","Yes","6","15"
"Mr Andrew Fleming","https://www.nuffieldhealth.com/consultants/mr-andrew-fleming","Plastic Surgery","Parkside Hospital","No","0","5"
"Mr Andrew Forester","https://www.nuffieldhealth.com/consultants/mr-andrew-forester","Orthopaedic surgery","Parkside Hospital","Yes","1","15"
"Mr Andrew Gibson","https://www.nuffieldhealth.com/consultants/mr-andrew-gibson","Ophthalmology","Tees Hospital","No","0","0"
"Mr Andrew Hindmarsh","https://www.nuffieldhealth.com/consultants/mr-andrew-hindmarsh","General Surgery","Cambridge Hospital","Yes","3","23"
"Mr Andrew Houghton","https://www.nuffieldhealth.com/consultants/mr-andrew-houghton","General Surgery","Shrewsbury Hospital","Yes","3","14"
"Mr Andrew Husband","https://www.nuffieldhealth.com/consultants/mr-andrew-husband","ENT (Otolaryngology)","Exeter Hospital","Yes","6","7"
"Mr Andrew J Luff","https://www.nuffieldhealth.com/consultants/mr-andrew-j-luff","Ophthalmology","Wessex Hospital; Guildford Hospital","Yes","4","2"
"Mr Andrew James","https://www.nuffieldhealth.com/consultants/mr-andrew-james","Urology","Glasgow Hospital","Yes","4","10"
"Mr Andrew Kelly","https://www.nuffieldhealth.com/consultants/mr-andrew-kelly","Orthopaedic surgery","Taunton Hospital","Yes","8","2"
"Mr Andrew Kent","https://www.nuffieldhealth.com/consultants/mr-andrew-kent","Gynaecology","Guildford Hospital","No","0","0"
"Mr Andrew Langston","https://www.nuffieldhealth.com/consultants/mr-andrew-langston","Orthopaedic surgery","Cardiff and Vale Hospitals","Yes","6","12"
"Mr Andrew Leather","https://www.nuffieldhealth.com/consultants/mr-andrew-leather","Gynaecology","Ipswich Hospital","Yes","6","7"
"Mr Andrew Miles","https://www.nuffieldhealth.com/consultants/mr-andrew-miles","General Surgery","Wessex Hospital","Yes","4","8"
"Mr Andrew Morris","https://www.nuffieldhealth.com/consultants/mr-andrew-morris","Ophthalmology","Bournemouth Hospital","Yes","5","2"
"Mr Andrew Murphy","https://www.nuffieldhealth.com/consultants/mr-andrew-murphy","Orthopaedic surgery","Plymouth Hospital","Yes","2","28"
"Mr Andrew Ramwell","https://www.nuffieldhealth.com/consultants/mr-andrew-ramwell","General Surgery","Parkside Hospital","Yes","9","13"
"Mr Andrew Richards","https://www.nuffieldhealth.com/consultants/mr-andrew-richards","Orthopaedic surgery","Highgate Hospital","No","0","0"
"Mr Andrew Rogers","https://www.nuffieldhealth.com/consultants/mr-andrew-rogers","Orthopaedic surgery","Cardiff and Vale Hospitals","Yes","9","7"
"Mr Andrew Schofield","https://www.nuffieldhealth.com/consultants/mr-andrew-schofield","General Surgery; Colorectal Surgery","Shrewsbury Hospital","Yes","15","8"
"Mr Andrew Shepherd","https://www.nuffieldhealth.com/consultants/mr-andrew-shepherd","Orthopaedic surgery","Warwickshire Hospital","Yes","13","2"
"Mr Andrew Skyrme","https://www.nuffieldhealth.com/consultants/mr-andrew-skyrme","Orthopaedic surgery","Brighton Hospital","Yes","9","6"
"Mr Andrew Stewart","https://www.nuffieldhealth.com/consultants/mr-andrew-stewart","General Surgery; Vascular Surgery ","Taunton Hospital","Yes","9","14"
"Mr Andrew Symes","https://www.nuffieldhealth.com/consultants/mr-andrew-symes","Urology","Brighton Hospital; Haywards Heath Hospital","Yes","0","0"
"Mr Andrew Tasker","https://www.nuffieldhealth.com/consultants/mr-andrew-tasker","Orthopaedic surgery","Bristol Hospital","Yes","12","21"
"Mr Andrew Turnbull","https://www.nuffieldhealth.com/consultants/mr-andrew-turnbull","Ophthalmology","Bournemouth Hospital; Wessex Hospital","Yes","0","0"
"Mr Andrew Wan","https://www.nuffieldhealth.com/consultants/mr-andrew-wan","General Surgery","Parkside Hospital","Yes","3","16"
"Mr Andrew Watts","https://www.nuffieldhealth.com/consultants/mr-andrew-watts","Plastic Surgery","Exeter Hospital; Taunton Hospital","No","0","0"
"Mr Andrew Webb","https://www.nuffieldhealth.com/consultants/mr-andrew-webb","Oral and Maxillo-facial surgery","Wessex Hospital","No","0","0"
"Mr Andrew Wedderburn","https://www.nuffieldhealth.com/consultants/mr-andrew-wedderburn","Urology","Bournemouth Hospital","Yes","3","21"
"Mr Andrew Williams","https://www.nuffieldhealth.com/consultants/mr-andrew-williams","Podiatry","Chester, The Grosvenor Hospital","No","0","0"
"Mr Andy Cockbain","https://www.nuffieldhealth.com/consultants/mr-andy-cockbain","General Surgery","Leeds Hospital","Yes","0","0"
"Mr Andy Mellington","https://www.nuffieldhealth.com/consultants/mr-andy-mellington","Plastic Surgery","Brighton Hospital","No","0","0"
"Mr Angus Arthur","https://www.nuffieldhealth.com/consultants/mr-angus-arthur","Orthopaedic surgery","Glasgow Hospital","Yes","9","6"
"Mr Anil Agarwal","https://www.nuffieldhealth.com/consultants/mr-anil-agarwal","General Surgery","Tees Hospital","Yes","3","21"
"Mr Anil Banerjee","https://www.nuffieldhealth.com/consultants/mr-anil-banerjee","ENT (Otolaryngology)","Leicester Hospital","Yes","4","20"
"Mr Anil K Vohra","https://www.nuffieldhealth.com/consultants/mr-anil-k-vohra","Urology","Brentwood Hospital","Yes","27","4"
"Mr Anil Tailor","https://www.nuffieldhealth.com/consultants/mr-anil-tailor","Gynaecology","Guildford Hospital","Yes","7","14"
"Mr Aniruddha Gayen","https://www.nuffieldhealth.com/consultants/mr-aniruddha-gayen","Gynaecology","Haywards Heath Hospital; Brighton Hospital","Yes","4","13"
"Mr Anirvan Banerjee","https://www.nuffieldhealth.com/consultants/mr-anirvan-banerjee","ENT (Otolaryngology)","Tees Hospital","Yes","9","13"
"Mr Anjum Qureshi","https://www.nuffieldhealth.com/consultants/mr-anjum-qureshi","Neurosurgery","Brentwood Hospital; The Holly Hospital","Yes","223","2"
"Mr Ankur Gupta","https://www.nuffieldhealth.com/consultants/mr-ankur-gupta","Ophthalmic Surgery; Ophthalmology","Woking Hospital","Yes","15","9"
"Mr Anthimos Vlavianos","https://www.nuffieldhealth.com/consultants/mr-anthimos-vlavianos","Ophthalmology","Ipswich Hospital","Yes","36","7"
"Mr Anthony Campbell Maury","https://www.nuffieldhealth.com/consultants/mr-anthony-campbell-maury","Orthopaedic surgery","York Hospital","Yes","0","0"
"Mr Anthony Gibbon","https://www.nuffieldhealth.com/consultants/mr-anthony-gibbon","Orthopaedic surgery","York Hospital","Yes","36","6"
"Mr Anthony Hearnden","https://www.nuffieldhealth.com/consultants/mr-anthony-hearnden","Orthopaedic surgery; Paediatric Surgery","Guildford Hospital","Yes","15","20"
"Mr Anthony Hinton","https://www.nuffieldhealth.com/consultants/mr-anthony-hinton","ENT (Otolaryngology)","Parkside Hospital","Yes","4","27"
"Mr Anthony Marino","https://www.nuffieldhealth.com/consultants/mr-anthony-marino","Orthopaedic surgery","Wolverhampton Hospital","Yes","0","0"
"Mr Anthony Oloruntoba Owa","https://www.nuffieldhealth.com/consultants/mr-anthony-oloruntoba-owa","ENT (Otolaryngology)","Brentwood Hospital","Yes","55","7"
"Mr Anthony Skene","https://www.nuffieldhealth.com/consultants/mr-a-skene","General Surgery","Bournemouth Hospital","Yes","6","21"
"Mr Anthony Waddington","https://www.nuffieldhealth.com/consultants/mr-anthony-waddington","Podiatry","Hereford Hospital","No","0","0"
"Mr Antoine  Kass","https://www.nuffieldhealth.com/consultants/mr-antoine-kass","Urology","York Hospital","Yes","8","5"
"Mr Antonio Manzelli","https://www.nuffieldhealth.com/consultants/mr-antonio-manzelli","General Surgery","Exeter Hospital","Yes","3","15"
"Mr Antonio Orlando","https://www.nuffieldhealth.com/consultants/mr-antonio-orlando-2","Plastic Surgery","Bristol Hospital","No","0","0"
"Mr Antonios  Athanasiou","https://www.nuffieldhealth.com/consultants/mr-antonios-athanasiou","General Surgery","Haywards Heath Hospital; Brighton Hospital","Yes","200","1"
"Mr Antonis Kaintatzis","https://www.nuffieldhealth.com/consultants/mr-antonis-kaintatzis","Ophthalmology","Cheltenham Hospital","Yes","22","2"
"Mr Antony (Abraham) Pittathankal","https://www.nuffieldhealth.com/consultants/mr-antony-abraham-pittathankal","General Surgery; Breast Surgery","Brentwood Hospital","Yes","32","2"
"Mr Antony Fitton","https://www.nuffieldhealth.com/consultants/mr-antony-fitton","Plastic Surgery","Plymouth Hospital","Yes","0","0"
"Mr Antony Raymond","https://www.nuffieldhealth.com/consultants/mr-antony-raymond","Orthopaedic surgery","Bournemouth Hospital","Yes","1","20"
"Mr Anup Sharma","https://www.nuffieldhealth.com/consultants/mr-anup-sharma","General Surgery","Parkside Hospital","No","0","0"
"Mr Anupam Lall","https://www.nuffieldhealth.com/consultants/mr-anupam-lall","Paediatric Surgery","Newcastle upon Tyne Hospital","No","0","0"
"Mr Anurag Golash","https://www.nuffieldhealth.com/consultants/mr-anurag-golash","Urology","North Staffordshire Hospital","Yes","35","7"
"Mr Anwar Hussain","https://www.nuffieldhealth.com/consultants/mr-anwar-hussain","General Surgery; Colorectal Surgery","Chester, The Grosvenor Hospital","Yes","48","7"
"Mr Anwar Jafri","https://www.nuffieldhealth.com/consultants/mr-anwar-jafri","Orthopaedic surgery","Tees Hospital","Yes","86","5"
"Mr Arif Khan","https://www.nuffieldhealth.com/consultants/mr-arif-khan","Orthopaedic surgery","The Holly Hospital","Yes","81","1"
"Mr Arijit Ghosh","https://www.nuffieldhealth.com/consultants/mr-arijit-ghosh","Orthopaedic surgery","Leicester Hospital","Yes","92","2"
"Mr Arikoge Ogedegbe","https://www.nuffieldhealth.com/consultants/mr-arikoge-ogedegbe","General Surgery; Breast Surgery","Brentwood Hospital","Yes","28","5"
"Mr Arionilson Gomes","https://www.nuffieldhealth.com/consultants/mr-arionilson-gomes","Echo-cardiology","Brighton Hospital; Haywards Heath Hospital","No","0","0"
"Mr Arman Memarzadeh","https://www.nuffieldhealth.com/consultants/mr-arman-memarzadeh","Orthopaedic surgery","Cambridge Hospital","Yes","0","0"
"Mr Aroon Baskaradas","https://www.nuffieldhealth.com/consultants/mr-aroon-baskaradas","Orthopaedic surgery","Highgate Hospital","Yes","3","10"
"Mr Arshad Malik","https://www.nuffieldhealth.com/consultants/mr-arshad-malik","General Surgery","Ipswich Hospital","Yes","93","3"
"Mr Arthur Stephen","https://www.nuffieldhealth.com/consultants/mr-arthur-stephen","Orthopaedic surgery","Derby Hospital","Yes","28","2"
